"ActivityLabel","SubjectID","1 tBodyAcc-mean()-X","2 tBodyAcc-mean()-Y","3 tBodyAcc-mean()-Z","41 tGravityAcc-mean()-X","42 tGravityAcc-mean()-Y","43 tGravityAcc-mean()-Z","81 tBodyAccJerk-mean()-X","82 tBodyAccJerk-mean()-Y","83 tBodyAccJerk-mean()-Z","121 tBodyGyro-mean()-X","122 tBodyGyro-mean()-Y","123 tBodyGyro-mean()-Z","161 tBodyGyroJerk-mean()-X","162 tBodyGyroJerk-mean()-Y","163 tBodyGyroJerk-mean()-Z","201 tBodyAccMag-mean()","214 tGravityAccMag-mean()","227 tBodyAccJerkMag-mean()","240 tBodyGyroMag-mean()","253 tBodyGyroJerkMag-mean()","266 fBodyAcc-mean()-X","267 fBodyAcc-mean()-Y","268 fBodyAcc-mean()-Z","345 fBodyAccJerk-mean()-X","346 fBodyAccJerk-mean()-Y","347 fBodyAccJerk-mean()-Z","424 fBodyGyro-mean()-X","425 fBodyGyro-mean()-Y","426 fBodyGyro-mean()-Z","503 fBodyAccMag-mean()","516 fBodyBodyAccJerkMag-mean()","529 fBodyBodyGyroMag-mean()","542 fBodyBodyGyroJerkMag-mean()","4 tBodyAcc-std()-X","5 tBodyAcc-std()-Y","6 tBodyAcc-std()-Z","44 tGravityAcc-std()-X","45 tGravityAcc-std()-Y","46 tGravityAcc-std()-Z","84 tBodyAccJerk-std()-X","85 tBodyAccJerk-std()-Y","86 tBodyAccJerk-std()-Z","124 tBodyGyro-std()-X","125 tBodyGyro-std()-Y","126 tBodyGyro-std()-Z","164 tBodyGyroJerk-std()-X","165 tBodyGyroJerk-std()-Y","166 tBodyGyroJerk-std()-Z","202 tBodyAccMag-std()","215 tGravityAccMag-std()","228 tBodyAccJerkMag-std()","241 tBodyGyroMag-std()","254 tBodyGyroJerkMag-std()","269 fBodyAcc-std()-X","270 fBodyAcc-std()-Y","271 fBodyAcc-std()-Z","348 fBodyAccJerk-std()-X","349 fBodyAccJerk-std()-Y","350 fBodyAccJerk-std()-Z","427 fBodyGyro-std()-X","428 fBodyGyro-std()-Y","429 fBodyGyro-std()-Z","504 fBodyAccMag-std()","517 fBodyBodyAccJerkMag-std()","530 fBodyBodyGyroMag-std()","543 fBodyBodyGyroJerkMag-std()"
"14","LAYING","21",3474.62222222222,2425.62222222222,2528.8,220.055555555556,6224.08888888889,6467.4,4745.37777777778,3984.45555555556,3481.46666666667,2578.18888888889,3778.22222222222,5107.68888888889,3479.75555555556,3180.92222222222,3566.9,3489.51111111111,3489.51111111111,5265.47777777778,4413.41111111111,5195.64444444444,3766.93333333333,4224.64444444444,4905.04444444444,4913.72222222222,4989.34444444444,5492.35555555556,5264.1,4468.73333333333,5810.93333333333,4217.22222222222,4938.14444444444,4898.48888888889,5189.08888888889,3236.77777777778,3805.26666666667,4301.65555555556,2591.92222222222,5182.21111111111,4664.7,4837.91111111111,4780.07777777778,5562.58888888889,5256,4005.03333333333,5956.57777777778,5407.8,4899.31111111111,5637.45555555556,3989.01111111111,3989.01111111111,5003.55555555556,4706.87777777778,5205.8,3128.26666666667,3994.71111111111,4214.05555555556,5022.26666666667,4739.23333333333,5601.81111111111,5228.84444444444,3843.53333333333,6057.18888888889,4379.66666666667,5021.74444444444,4803.22222222222,5283.47777777778
"15","LAYING","22",3744.61111111111,2743.01388888889,2661.11111111111,762.083333333333,6275.16666666667,6464.70833333333,4634.73611111111,4254.90277777778,3631.76388888889,3406.01388888889,3898.34722222222,4631.97222222222,3485.20833333333,3539.86111111111,3326.56944444444,4106.88888888889,4106.88888888889,4690.69444444444,4921.51388888889,5485.44444444444,3971.25,3856.08333333333,5093.55555555556,4315.22222222222,4492.38888888889,5061.93055555556,5048.90277777778,5210.59722222222,4969.26388888889,4261.19444444444,4434.80555555556,5157.15277777778,5343.23611111111,3837.65277777778,3755.29166666667,4931.97222222222,3409.55555555556,5158.84722222222,5106.44444444444,4223.04166666667,4266.36111111111,5119.375,5172.83333333333,5090.27777777778,5092.73611111111,5225.34722222222,5414.51388888889,5125.43055555556,4334.56944444444,4334.56944444444,4505.97222222222,5014.94444444444,5285.68055555556,3788.73611111111,4033.54166666667,4959.13888888889,4398.40277777778,4211.47222222222,5187.83333333333,5177.22222222222,5003.26388888889,5196.33333333333,4772.59722222222,4577.25,5111.79166666667,5251.93055555556
"16","LAYING","23",3902,2878.61111111111,1971.05555555556,713.027777777778,5757.95833333333,7072.15277777778,4782.18055555556,4574.13888888889,3620.58333333333,3197.40277777778,3608.68055555556,4898.08333333333,3176.34722222222,2993.55555555556,3499.63888888889,3673.68055555556,3673.68055555556,4749.98611111111,4380.69444444444,4433.09722222222,3679.70833333333,4763.81944444444,5164.27777777778,4244.375,5702.25,4887.27777777778,5048.43055555556,4221.81944444444,5957.44444444444,4389.65277777778,4546.52777777778,4656.63888888889,4448.51388888889,3268.58333333333,4142.02777777778,5003.38888888889,2906.47222222222,5095.47222222222,5708.05555555556,4128.01388888889,5525.93055555556,4893.26388888889,5179.26388888889,4005.04166666667,6117.66666666667,4800.125,4138.375,6176.48611111111,4282.05555555556,4282.05555555556,4612.86111111111,4687.41666666667,4447.11111111111,3168.04166666667,4268.625,5042.59722222222,4278.79166666667,5511.625,4917.15277777778,5196.29166666667,3897.05555555556,6217.59722222222,4694.69444444444,4697.79166666667,4906.5,4496.93055555556
"17","LAYING","24",1464.80555555556,898.791666666667,694.833333333333,236.916666666667,2600.70833333333,2512.63888888889,2025.19444444444,1749.08333333333,1430.63888888889,1248.23611111111,1453.70833333333,2014.08333333333,1436.38888888889,1318.54166666667,1434.79166666667,1874.52777777778,1874.52777777778,2121.81944444444,1979.88888888889,1974.54166666667,1711.08333333333,2035.875,2257.47222222222,1966.06944444444,2121.88888888889,2214.68055555556,2127.41666666667,1899.16666666667,2402.15277777778,1969.90277777778,2002.56944444444,2085.45833333333,2013.98611111111,1550.65277777778,2035.79166666667,2229.05555555556,1158.98611111111,2498.59722222222,2247.83333333333,1938.18055555556,2069.45833333333,2193.72222222222,2275.23611111111,1853.73611111111,2432.88888888889,1983.41666666667,1898.22222222222,2444.58333333333,1975.94444444444,1975.94444444444,1999.81944444444,2121.66666666667,2033.375,1493.5,2150.06944444444,2227.08333333333,1996.11111111111,2071.38888888889,2145.69444444444,2311.91666666667,1838.80555555556,2476.40277777778,2138.63888888889,2016.875,2192.48611111111,2077.02777777778
"18","LAYING","25",3296.09589041096,4857.97260273973,4967.94520547945,747.205479452055,6335.61643835616,5542.82191780822,3819.46575342466,3587.01369863014,3322.75342465753,4136.23287671233,3140.19178082192,3253.12328767123,3251.76712328767,3593.38356164384,3434.19178082192,3187.46575342466,3187.46575342466,3795.52054794521,3447.32876712329,4142.82191780822,3331.68493150685,2777.1095890411,3471.6301369863,3866.47945205479,3664.91780821918,4017.49315068493,3843.39726027397,3960.05479452055,4022.21917808219,2918.54794520548,3525.97260273973,3979.01369863014,4180.21917808219,3135.04109589041,2599.45205479452,3435.16438356164,1748.34246575342,2744.50684931507,2660.75342465753,3772.95890410959,3445.6301369863,4067.47945205479,3960.35616438356,3817.95890410959,4085.30136986301,4119.42465753425,4114.80821917808,4285.60273972603,3271.46575342466,3271.46575342466,3639.56164383562,3774.09589041096,4208.28767123288,3072.06849315068,2886.98630136986,3597.84931506849,3941.38356164384,3397.8904109589,4130.27397260274,3966.76712328767,3740.42465753425,4174.86301369863,3483.72602739726,3772.38356164384,3852.54794520548,4302.52054794521
"19","LAYING","26",3790,2265.05263157895,1685,1193.27631578947,6747.81578947368,5838.1447368421,4996.80263157895,4533.32894736842,3718.60526315789,3174.94736842105,3635.84210526316,5008.48684210526,4269.21052631579,3203.56578947368,3171.75,4827.07894736842,4827.07894736842,5508.53947368421,5133.34210526316,5443.5,4375.5,5185.76315789474,5985.32894736842,5038.90789473684,5690.07894736842,5661.3947368421,5941.98684210526,5160.8552631579,5672.22368421053,5242.21052631579,5325.48684210526,5423.71052631579,5300.11842105263,4043.34210526316,4947.57894736842,5866.92105263158,3938.14473684211,6080.86842105263,6307.1052631579,4922.21052631579,5474.30263157895,5695.21052631579,6122.06578947368,5007.61842105263,5797.46052631579,5954.44736842105,4983.96052631579,6070.09210526316,5237.1447368421,5237.1447368421,5358.18421052632,5407.75,5273.59210526316,3933.01315789474,5184.06578947368,5901.98684210526,5046.13157894737,5400.69736842105,5707.21052631579,6158.61842105263,4913.71052631579,5884.38157894737,5659.18421052632,5325.6447368421,5579.73684210526,5284.22368421053
"20","LAYING","27",3193.81081081081,2157.33783783784,1777.7027027027,1050.28378378378,6118.68918918919,6727.47297297297,4966.37837837838,4653.31081081081,3841.04054054054,2806.10810810811,3785.24324324324,5165.85135135135,4406.7027027027,3227.7027027027,3228.2972972973,4865.72972972973,4865.72972972973,5177.27027027027,5560.27027027027,5992.32432432432,4292.16216216216,4915.27027027027,6047.94594594595,4584.58108108108,5273.17567567568,5773.62162162162,6012.35135135135,5709.94594594595,5741.10810810811,5239.16216216216,5015.7027027027,5917.89189189189,5932.55405405405,4079.41891891892,4726.62162162162,5891.83783783784,4627.63513513513,6313.44594594595,6311.93243243243,4423.37837837838,5024.39189189189,5789.22972972973,6134.68918918919,5569.91891891892,5917.7027027027,6072.68918918919,5764.98648648649,5798.56756756757,5343.21621621622,5343.21621621622,5131.7972972973,5847.72972972973,5944.41891891892,3994.72972972973,4969.16216216216,5905.94594594595,4501.66216216216,4926.02702702703,5756.31081081081,6131.9054054054,5470.5945945946,6023.05405405405,5830.5945945946,5279.45945945946,5986.82432432432,6012.44594594595
"21","LAYING","28",3666.15,2958.2875,2219.325,878.2625,4556.4125,5105.5,5032.9,4170.875,3641.2875,3005.1625,3865.0125,4649.9125,3549.1625,3322.3875,3643.5125,3772.875,3772.875,4832.95,4426.4875,4971.75,4017.7125,3919.325,4955.2625,4513.4625,5116.775,4919.4875,4524.6875,4712.3,5139.75,4269.975,4450.5875,4682.275,4747.3125,3729,3317.425,4695.575,3545.75,4550.15,5598.9375,4419.875,4953.3375,4942.2,4539.1375,4463.7875,5263.275,4678.125,4957.6,5375.9,4223.2875,4223.2875,4535.5125,4584.6,4734.4875,3628.675,3470.55,4703.4125,4584.6375,4983.3,4945.1625,4533.7625,4342.175,5364.8125,4655.15,4637.0375,4715.0375,4766.575
"22","LAYING","29",4001.07246376812,2049.8115942029,1760.95652173913,620.768115942029,6760.36231884058,5760.21739130435,5085.47826086957,4106.08695652174,3833.86956521739,2553.49275362319,4030.60869565217,4931.21739130435,4724.34782608696,3294.44927536232,3253.3768115942,5436.55072463768,5436.55072463768,5946.31884057971,5890.91304347826,6688.72463768116,4912.01449275362,5362.05797101449,6358.01449275362,5257.21739130435,5732.28985507246,6405.84057971014,6474.24637681159,6461.34782608696,5759.36231884058,5756.94202898551,5812.28985507246,6338.34782608696,6668.07246376812,4696,5156.65217391304,6094.8115942029,5330.02898550725,6479.13043478261,6335.26086956522,5108.85507246377,5499.17391304348,6447.86956521739,6631.60869565217,6333.50724637681,5875.17391304348,6590.71014492754,6590.95652173913,6127.5652173913,5811.98550724638,5811.98550724638,5923.84057971014,6219.85507246377,6656.31884057971,4605.31884057971,5413.95652173913,6054.66666666667,5189.10144927536,5418.8115942029,6418.53623188406,6653.79710144928,6229.42028985507,5953.44927536232,6173.66666666667,6000.84057971014,6228.42028985507,6675.27536231884
"23","LAYING","3",3383.11290322581,2346.96774193548,3142.83870967742,345.870967741935,6859.90322580645,5483,5243.67741935484,4524.08064516129,3611.51612903226,2849.58064516129,4130.85483870968,4676.11290322581,3452.20967741935,3533.61290322581,3221.25806451613,4378.85483870968,4378.85483870968,4652.6935483871,4895.3064516129,5274.74193548387,4249.58064516129,4113.22580645161,5115.58064516129,4264.53225806452,4530.04838709677,5100.54838709677,5069.01612903226,5324,4857.01612903226,4468.64516129032,4336.98387096774,5232.03225806452,5213.45161290323,4210.38709677419,4010.45161290323,4946.58064516129,4482.33870967742,5403.08064516129,4885.67741935484,4147.54838709677,4288.83870967742,5147.82258064516,5244.14516129032,5269.53225806452,5076.01612903226,5106.54838709677,5342.6935483871,4804.16129032258,4632.79032258064,4632.79032258064,4409.35483870968,5156.59677419355,5182.51612903226,4193.75806451613,4320.62903225806,4972.6935483871,4284.09677419355,4206.35483870968,5186.29032258064,5271.32258064516,5214.70967741936,5210.17741935484,5164.54838709677,4481.29032258064,5293.82258064516,5184.56451612903
